wage_eur,age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
2000.0,23.0,185.0,75.0,b'England',66.0,72.0,57.0,50.0,60.0,66.0,43.0,61.0,60.0,56.0,67.0,63.0,66.0,69.0,66.0,61.0,72.0,63.0,62.0,9.0,9.0,13.0,11.0,7.0
4000.0,24.0,173.0,67.0,b'Turkey',66.0,69.0,63.0,40.0,40.0,65.0,28.0,67.0,31.0,33.0,57.0,69.0,85.0,75.0,78.0,61.0,85.0,57.0,60.0,8.0,15.0,8.0,13.0,8.0
5000.0,29.0,170.0,70.0,b'Argentina',66.0,66.0,63.0,59.0,46.0,68.0,43.0,69.0,56.0,40.0,59.0,68.0,75.0,72.0,79.0,64.0,88.0,42.0,39.0,6.0,7.0,10.0,12.0,7.0
2000.0,27.0,172.0,65.0,b'France',66.0,67.0,63.0,43.0,55.0,62.0,46.0,61.0,42.0,49.0,56.0,62.0,79.0,77.0,80.0,58.0,80.0,63.0,62.0,9.0,8.0,13.0,13.0,13.0
4000.0,24.0,195.0,88.0,b'Austria',66.0,71.0,32.0,67.0,79.0,57.0,56.0,65.0,53.0,34.0,52.0,67.0,50.0,52.0,60.0,57.0,37.0,25.0,23.0,11.0,7.0,12.0,10.0,6.0
500.0,27.0,185.0,70.0,b'Peru',66.0,68.0,62.0,30.0,70.0,59.0,32.0,38.0,33.0,29.0,49.0,65.0,68.0,70.0,48.0,60.0,70.0,68.0,66.0,16.0,15.0,11.0,12.0,12.0
3000.0,27.0,180.0,75.0,b'Spain',66.0,67.0,67.0,45.0,60.0,64.0,55.0,59.0,58.0,45.0,58.0,64.0,72.0,72.0,47.0,61.0,63.0,61.0,62.0,14.0,10.0,6.0,11.0,13.0
2000.0,25.0,173.0,65.0,b'United States',66.0,69.0,70.0,60.0,53.0,67.0,45.0,70.0,67.0,52.0,62.0,69.0,64.0,62.0,78.0,62.0,82.0,43.0,46.0,13.0,13.0,9.0,10.0,8.0
1000.0,23.0,170.0,70.0,b'Chile',66.0,71.0,63.0,56.0,49.0,62.0,58.0,73.0,70.0,72.0,55.0,69.0,82.0,74.0,84.0,61.0,80.0,39.0,32.0,10.0,11.0,7.0,7.0,7.0
5000.0,27.0,177.0,75.0,b'Venezuela',66.0,66.0,57.0,58.0,42.0,65.0,47.0,68.0,48.0,68.0,55.0,68.0,79.0,80.0,79.0,57.0,79.0,29.0,33.0,16.0,9.0,12.0,14.0,16.0
550.0,31.0,180.0,76.0,b'Colombia',66.0,66.0,17.0,14.0,18.0,27.0,16.0,11.0,20.0,18.0,17.0,25.0,42.0,46.0,36.0,60.0,52.0,14.0,15.0,64.0,63.0,69.0,67.0,68.0
4000.0,24.0,173.0,70.0,b'United States',66.0,72.0,64.0,58.0,38.0,68.0,42.0,70.0,57.0,38.0,64.0,65.0,75.0,68.0,88.0,61.0,77.0,45.0,42.0,13.0,13.0,7.0,9.0,11.0
3000.0,28.0,185.0,80.0,b'Argentina',66.0,69.0,18.0,16.0,17.0,28.0,19.0,12.0,20.0,12.0,21.0,13.0,24.0,23.0,25.0,58.0,38.0,15.0,15.0,66.0,64.0,59.0,64.0,71.0
3000.0,24.0,180.0,65.0,b'Ghana',66.0,70.0,57.0,57.0,49.0,58.0,48.0,65.0,44.0,38.0,51.0,62.0,92.0,89.0,84.0,59.0,80.0,38.0,44.0,6.0,13.0,12.0,7.0,12.0
4000.0,31.0,180.0,72.0,b'Slovenia',66.0,66.0,64.0,57.0,28.0,64.0,57.0,72.0,70.0,70.0,62.0,72.0,70.0,64.0,78.0,55.0,71.0,48.0,47.0,8.0,8.0,6.0,15.0,10.0
2000.0,28.0,185.0,75.0,b'United States',66.0,67.0,49.0,36.0,65.0,66.0,35.0,58.0,49.0,33.0,65.0,63.0,59.0,59.0,59.0,63.0,62.0,66.0,60.0,11.0,15.0,8.0,15.0,7.0
8000.0,24.0,184.0,80.0,b'England',66.0,73.0,55.0,30.0,63.0,68.0,30.0,59.0,36.0,30.0,65.0,60.0,63.0,59.0,57.0,62.0,57.0,67.0,65.0,7.0,10.0,8.0,7.0,9.0
2000.0,23.0,187.0,80.0,b'Sweden',66.0,71.0,49.0,42.0,53.0,65.0,46.0,53.0,49.0,35.0,61.0,63.0,57.0,58.0,66.0,64.0,58.0,63.0,53.0,6.0,14.0,10.0,9.0,11.0
600.0,32.0,186.0,85.0,b'Colombia',66.0,66.0,22.0,23.0,62.0,60.0,30.0,34.0,25.0,26.0,35.0,48.0,53.0,39.0,37.0,63.0,58.0,67.0,63.0,8.0,12.0,16.0,12.0,15.0
3000.0,25.0,186.0,78.0,b'Argentina',66.0,72.0,12.0,12.0,18.0,27.0,20.0,15.0,15.0,15.0,27.0,22.0,45.0,45.0,43.0,63.0,32.0,18.0,24.0,67.0,66.0,66.0,63.0,67.0
4000.0,27.0,180.0,70.0,b'Argentina',66.0,69.0,62.0,38.0,65.0,61.0,27.0,52.0,58.0,32.0,53.0,53.0,55.0,61.0,58.0,59.0,60.0,69.0,66.0,9.0,10.0,11.0,7.0,13.0
2000.0,28.0,185.0,80.0,b'Romania',66.0,66.0,48.0,66.0,71.0,65.0,60.0,58.0,44.0,61.0,46.0,63.0,66.0,70.0,60.0,61.0,66.0,38.0,35.0,10.0,16.0,7.0,7.0,16.0
2000.0,27.0,181.0,79.0,b'Haiti',66.0,67.0,35.0,66.0,58.0,60.0,60.0,67.0,59.0,32.0,39.0,66.0,73.0,77.0,67.0,63.0,70.0,20.0,16.0,14.0,8.0,9.0,16.0,13.0
2000.0,24.0,178.0,68.0,b'Sweden',66.0,73.0,53.0,36.0,46.0,64.0,52.0,61.0,59.0,44.0,62.0,65.0,75.0,76.0,75.0,65.0,74.0,62.0,58.0,14.0,14.0,7.0,15.0,14.0
3000.0,27.0,193.0,81.0,b'Canada',66.0,68.0,38.0,30.0,68.0,62.0,32.0,47.0,44.0,22.0,58.0,55.0,60.0,71.0,46.0,59.0,58.0,63.0,62.0,6.0,8.0,10.0,12.0,12.0
6000.0,27.0,180.0,66.0,b'Senegal',66.0,67.0,56.0,65.0,60.0,62.0,62.0,69.0,60.0,43.0,54.0,65.0,89.0,90.0,80.0,65.0,75.0,24.0,32.0,11.0,7.0,6.0,10.0,13.0
3000.0,24.0,178.0,64.0,b'England',66.0,71.0,63.0,51.0,51.0,65.0,42.0,62.0,64.0,59.0,64.0,64.0,69.0,67.0,71.0,62.0,74.0,63.0,62.0,11.0,11.0,9.0,6.0,7.0
3000.0,28.0,183.0,79.0,b'Senegal',66.0,66.0,44.0,65.0,71.0,59.0,52.0,67.0,39.0,39.0,24.0,66.0,72.0,77.0,67.0,64.0,61.0,39.0,34.0,15.0,10.0,8.0,10.0,11.0
6000.0,24.0,185.0,80.0,b'China PR',66.0,72.0,53.0,67.0,65.0,65.0,61.0,61.0,63.0,41.0,54.0,64.0,65.0,69.0,64.0,58.0,66.0,32.0,28.0,14.0,12.0,6.0,12.0,9.0
500.0,26.0,172.0,76.0,b'Ecuador',66.0,67.0,59.0,62.0,49.0,62.0,59.0,65.0,64.0,49.0,61.0,63.0,87.0,87.0,81.0,60.0,77.0,22.0,19.0,10.0,9.0,8.0,8.0,15.0
1000.0,24.0,185.0,83.0,b'France',66.0,73.0,22.0,17.0,23.0,28.0,17.0,20.0,19.0,14.0,19.0,28.0,34.0,32.0,24.0,58.0,37.0,11.0,15.0,67.0,62.0,64.0,66.0,67.0
3000.0,24.0,182.0,73.0,b'Australia',66.0,70.0,42.0,26.0,65.0,63.0,48.0,48.0,26.0,28.0,60.0,58.0,77.0,80.0,74.0,56.0,61.0,67.0,60.0,9.0,9.0,9.0,8.0,14.0
12000.0,23.0,172.0,70.0,b'England',66.0,73.0,62.0,57.0,45.0,62.0,60.0,72.0,55.0,52.0,56.0,65.0,83.0,70.0,83.0,60.0,86.0,29.0,28.0,14.0,11.0,13.0,11.0,13.0
2000.0,27.0,178.0,74.0,b'Norway',66.0,66.0,62.0,63.0,55.0,65.0,55.0,65.0,54.0,40.0,57.0,65.0,69.0,75.0,67.0,67.0,70.0,55.0,48.0,10.0,14.0,13.0,12.0,16.0
8000.0,23.0,184.0,77.0,b'England',66.0,74.0,13.0,16.0,20.0,25.0,11.0,19.0,14.0,20.0,19.0,24.0,34.0,34.0,32.0,63.0,40.0,19.0,20.0,66.0,63.0,63.0,67.0,65.0
10000.0,28.0,171.0,64.0,b'Saudi Arabia',66.0,66.0,71.0,51.0,51.0,66.0,46.0,65.0,72.0,70.0,60.0,65.0,81.0,75.0,81.0,60.0,74.0,57.0,62.0,12.0,12.0,8.0,12.0,8.0
3000.0,27.0,188.0,86.0,b'Germany',66.0,66.0,62.0,58.0,56.0,61.0,44.0,62.0,58.0,47.0,52.0,60.0,85.0,94.0,67.0,62.0,64.0,54.0,54.0,15.0,16.0,9.0,14.0,6.0
3000.0,23.0,181.0,65.0,b'Netherlands',66.0,72.0,62.0,40.0,58.0,63.0,43.0,65.0,52.0,49.0,60.0,65.0,73.0,74.0,71.0,65.0,71.0,62.0,60.0,14.0,11.0,13.0,12.0,9.0
12000.0,24.0,177.0,74.0,b'Portugal',66.0,72.0,58.0,62.0,54.0,62.0,57.0,73.0,64.0,33.0,49.0,70.0,76.0,71.0,72.0,64.0,71.0,23.0,22.0,8.0,16.0,15.0,15.0,11.0
3000.0,27.0,177.0,69.0,b'Ghana',66.0,67.0,46.0,54.0,44.0,73.0,42.0,74.0,54.0,43.0,64.0,73.0,68.0,69.0,73.0,65.0,72.0,58.0,45.0,16.0,9.0,12.0,10.0,6.0
11000.0,24.0,189.0,84.0,b'Belgium',66.0,72.0,58.0,18.0,62.0,62.0,24.0,56.0,23.0,25.0,57.0,61.0,53.0,60.0,38.0,63.0,53.0,69.0,66.0,11.0,11.0,7.0,8.0,6.0
4000.0,29.0,187.0,85.0,b'Turkey',66.0,66.0,59.0,42.0,68.0,67.0,45.0,65.0,63.0,68.0,60.0,60.0,71.0,74.0,67.0,59.0,59.0,63.0,62.0,14.0,12.0,8.0,13.0,10.0
6000.0,23.0,183.0,82.0,b'Belgium',66.0,72.0,60.0,43.0,66.0,63.0,46.0,60.0,31.0,34.0,62.0,65.0,69.0,71.0,65.0,62.0,64.0,68.0,67.0,11.0,13.0,11.0,13.0,7.0
3000.0,23.0,178.0,72.0,b'Turkey',66.0,74.0,61.0,51.0,45.0,70.0,57.0,65.0,59.0,57.0,67.0,68.0,76.0,67.0,80.0,55.0,80.0,50.0,55.0,7.0,7.0,13.0,6.0,13.0
2000.0,24.0,179.0,77.0,b'Germany',66.0,72.0,55.0,47.0,51.0,65.0,48.0,62.0,50.0,48.0,66.0,66.0,82.0,78.0,76.0,63.0,82.0,62.0,63.0,8.0,5.0,8.0,11.0,9.0
3000.0,24.0,180.0,64.0,b'England',66.0,72.0,50.0,32.0,64.0,58.0,34.0,52.0,32.0,29.0,52.0,56.0,65.0,60.0,52.0,62.0,70.0,67.0,65.0,14.0,12.0,12.0,7.0,7.0
4000.0,23.0,168.0,71.0,b'Germany',66.0,72.0,71.0,56.0,45.0,68.0,53.0,71.0,73.0,65.0,69.0,69.0,78.0,68.0,92.0,55.0,91.0,45.0,38.0,7.0,12.0,13.0,14.0,11.0
7000.0,24.0,172.0,71.0,b'Spain',66.0,71.0,70.0,64.0,39.0,64.0,42.0,72.0,67.0,63.0,62.0,69.0,82.0,82.0,80.0,54.0,82.0,57.0,41.0,11.0,12.0,15.0,8.0,14.0
2000.0,27.0,188.0,84.0,b'Germany',66.0,69.0,11.0,12.0,17.0,22.0,12.0,10.0,13.0,19.0,20.0,22.0,44.0,48.0,33.0,62.0,48.0,10.0,12.0,64.0,67.0,61.0,64.0,67.0
3000.0,23.0,183.0,70.0,b'England',66.0,71.0,65.0,54.0,66.0,66.0,32.0,61.0,59.0,49.0,63.0,65.0,61.0,59.0,68.0,62.0,70.0,66.0,65.0,5.0,9.0,15.0,7.0,14.0
4000.0,24.0,183.0,79.0,b'Germany',66.0,71.0,54.0,37.0,57.0,60.0,29.0,57.0,37.0,42.0,47.0,58.0,76.0,74.0,68.0,62.0,69.0,63.0,64.0,8.0,8.0,9.0,12.0,9.0
6000.0,24.0,175.0,75.0,b'Germany',66.0,73.0,69.0,62.0,54.0,68.0,53.0,69.0,60.0,64.0,60.0,69.0,80.0,66.0,76.0,61.0,83.0,60.0,60.0,9.0,10.0,6.0,11.0,13.0
2000.0,24.0,170.0,68.0,b'United States',66.0,71.0,58.0,67.0,52.0,67.0,52.0,74.0,58.0,41.0,57.0,68.0,77.0,77.0,80.0,53.0,81.0,36.0,33.0,5.0,12.0,8.0,8.0,14.0
6000.0,23.0,179.0,77.0,b'Nigeria',66.0,73.0,58.0,58.0,51.0,62.0,52.0,77.0,56.0,38.0,57.0,73.0,86.0,82.0,89.0,56.0,77.0,31.0,25.0,10.0,14.0,9.0,12.0,9.0
4000.0,33.0,175.0,71.0,b'Uruguay',66.0,66.0,63.0,55.0,55.0,69.0,59.0,65.0,66.0,57.0,62.0,68.0,63.0,59.0,73.0,64.0,81.0,60.0,57.0,8.0,11.0,9.0,10.0,7.0
700.0,25.0,173.0,68.0,b'Colombia',66.0,67.0,57.0,65.0,60.0,65.0,59.0,68.0,52.0,40.0,37.0,66.0,77.0,78.0,74.0,64.0,61.0,22.0,18.0,9.0,15.0,12.0,5.0,6.0
500.0,31.0,181.0,78.0,b'Uruguay',66.0,66.0,32.0,71.0,68.0,59.0,54.0,64.0,30.0,29.0,53.0,67.0,70.0,71.0,71.0,57.0,67.0,19.0,17.0,6.0,14.0,11.0,11.0,11.0
3000.0,24.0,177.0,63.0,b'England',66.0,72.0,61.0,47.0,55.0,58.0,25.0,62.0,34.0,30.0,53.0,60.0,84.0,85.0,82.0,57.0,82.0,62.0,61.0,14.0,9.0,13.0,11.0,7.0
1000.0,24.0,176.0,70.0,b'Germany',66.0,70.0,62.0,39.0,43.0,60.0,40.0,59.0,57.0,33.0,54.0,61.0,84.0,82.0,78.0,59.0,80.0,63.0,62.0,10.0,7.0,14.0,11.0,12.0
3000.0,25.0,177.0,63.0,b'Slovenia',66.0,69.0,48.0,63.0,62.0,63.0,58.0,70.0,56.0,36.0,55.0,72.0,78.0,74.0,83.0,64.0,76.0,20.0,24.0,9.0,10.0,11.0,13.0,14.0
4000.0,24.0,176.0,74.0,b'Finland',66.0,73.0,63.0,37.0,53.0,61.0,35.0,66.0,57.0,41.0,56.0,66.0,74.0,77.0,68.0,59.0,75.0,64.0,65.0,14.0,8.0,7.0,8.0,12.0
10000.0,22.0,177.0,73.0,b'England',66.0,76.0,53.0,36.0,45.0,71.0,28.0,57.0,48.0,53.0,65.0,58.0,63.0,64.0,68.0,62.0,71.0,70.0,65.0,5.0,5.0,9.0,7.0,7.0
2000.0,25.0,166.0,68.0,b'France',66.0,69.0,55.0,60.0,49.0,62.0,65.0,68.0,62.0,38.0,45.0,66.0,91.0,91.0,92.0,60.0,92.0,21.0,14.0,9.0,6.0,13.0,7.0,11.0
2000.0,28.0,168.0,60.0,b'Portugal',66.0,66.0,63.0,59.0,46.0,63.0,58.0,65.0,71.0,46.0,58.0,66.0,81.0,81.0,90.0,55.0,90.0,34.0,31.0,11.0,14.0,12.0,10.0,12.0
7000.0,25.0,187.0,77.0,b'Brazil',66.0,66.0,54.0,45.0,74.0,66.0,56.0,51.0,72.0,73.0,62.0,55.0,39.0,55.0,45.0,71.0,55.0,50.0,57.0,11.0,9.0,7.0,11.0,13.0
7000.0,29.0,178.0,74.0,b'Brazil',66.0,66.0,74.0,54.0,49.0,73.0,49.0,63.0,63.0,68.0,72.0,71.0,42.0,45.0,58.0,52.0,70.0,33.0,35.0,10.0,9.0,12.0,8.0,12.0
8000.0,29.0,177.0,73.0,b'Brazil',66.0,66.0,60.0,73.0,66.0,51.0,72.0,65.0,54.0,71.0,54.0,63.0,57.0,75.0,68.0,65.0,72.0,23.0,17.0,7.0,11.0,9.0,10.0,21.0
700.0,30.0,186.0,78.0,b'Colombia',66.0,66.0,60.0,38.0,69.0,56.0,37.0,55.0,50.0,32.0,36.0,60.0,64.0,70.0,59.0,67.0,52.0,67.0,68.0,9.0,12.0,13.0,7.0,8.0
4000.0,29.0,178.0,77.0,b'Brazil',66.0,66.0,55.0,34.0,45.0,70.0,22.0,33.0,26.0,49.0,54.0,45.0,58.0,47.0,62.0,68.0,67.0,71.0,71.0,16.0,14.0,15.0,18.0,15.0
4000.0,21.0,181.0,69.0,b'Brazil',66.0,66.0,68.0,58.0,63.0,70.0,61.0,65.0,67.0,58.0,56.0,71.0,68.0,71.0,67.0,61.0,68.0,51.0,38.0,7.0,16.0,7.0,8.0,14.0
4000.0,23.0,193.0,98.0,b'Netherlands',66.0,73.0,61.0,59.0,61.0,61.0,57.0,66.0,58.0,43.0,59.0,61.0,68.0,86.0,52.0,58.0,47.0,50.0,41.0,11.0,11.0,10.0,9.0,5.0
2000.0,22.0,186.0,80.0,b'Norway',66.0,75.0,16.0,15.0,17.0,26.0,19.0,15.0,16.0,14.0,25.0,23.0,40.0,47.0,30.0,60.0,55.0,11.0,20.0,65.0,63.0,62.0,65.0,68.0
8000.0,27.0,181.0,68.0,b'Saudi Arabia',66.0,68.0,53.0,43.0,64.0,68.0,32.0,66.0,45.0,36.0,66.0,67.0,63.0,64.0,63.0,58.0,68.0,65.0,60.0,14.0,10.0,8.0,11.0,14.0
7000.0,23.0,172.0,70.0,b'England',66.0,74.0,64.0,39.0,49.0,59.0,29.0,66.0,46.0,30.0,47.0,63.0,76.0,75.0,68.0,64.0,76.0,64.0,64.0,14.0,13.0,11.0,9.0,7.0
3000.0,24.0,185.0,71.0,b'England',66.0,72.0,65.0,38.0,58.0,62.0,33.0,61.0,41.0,33.0,58.0,62.0,72.0,70.0,71.0,63.0,72.0,61.0,60.0,6.0,6.0,11.0,15.0,8.0
6000.0,28.0,193.0,87.0,b'Spain',66.0,66.0,49.0,73.0,70.0,63.0,65.0,62.0,34.0,29.0,48.0,64.0,32.0,33.0,42.0,68.0,60.0,26.0,16.0,14.0,14.0,6.0,14.0,15.0
3000.0,24.0,173.0,68.0,b'France',66.0,73.0,64.0,57.0,55.0,69.0,49.0,67.0,64.0,66.0,67.0,69.0,77.0,72.0,71.0,63.0,72.0,65.0,63.0,10.0,6.0,12.0,9.0,14.0
2000.0,24.0,188.0,83.0,b'England',66.0,71.0,57.0,59.0,59.0,66.0,41.0,63.0,55.0,56.0,65.0,66.0,62.0,66.0,58.0,62.0,50.0,62.0,60.0,15.0,6.0,7.0,7.0,12.0
1000.0,27.0,182.0,76.0,b'Colombia',66.0,67.0,58.0,64.0,53.0,64.0,58.0,65.0,66.0,75.0,59.0,68.0,70.0,74.0,77.0,68.0,76.0,65.0,59.0,14.0,10.0,7.0,9.0,8.0
3000.0,24.0,181.0,75.0,b'Republic of Ireland',66.0,72.0,62.0,59.0,41.0,55.0,53.0,68.0,56.0,57.0,49.0,66.0,91.0,90.0,77.0,53.0,65.0,48.0,40.0,11.0,5.0,11.0,12.0,14.0
500.0,31.0,181.0,83.0,b'Paraguay',66.0,66.0,49.0,17.0,66.0,63.0,27.0,30.0,28.0,28.0,48.0,65.0,59.0,65.0,49.0,59.0,56.0,70.0,62.0,14.0,9.0,10.0,8.0,14.0
3000.0,27.0,180.0,73.0,b'Spain',66.0,69.0,66.0,29.0,64.0,66.0,27.0,63.0,42.0,40.0,47.0,64.0,52.0,67.0,61.0,66.0,68.0,68.0,70.0,10.0,14.0,9.0,7.0,8.0
2000.0,23.0,188.0,70.0,b'England',66.0,73.0,28.0,35.0,68.0,57.0,37.0,48.0,37.0,36.0,57.0,54.0,69.0,66.0,64.0,64.0,65.0,64.0,64.0,14.0,8.0,9.0,5.0,15.0
2000.0,24.0,174.0,66.0,b'England',66.0,70.0,64.0,62.0,52.0,65.0,53.0,65.0,62.0,59.0,60.0,64.0,76.0,74.0,78.0,63.0,81.0,59.0,57.0,8.0,6.0,9.0,10.0,11.0
3000.0,22.0,172.0,77.0,b'France',66.0,75.0,59.0,55.0,58.0,70.0,40.0,66.0,62.0,47.0,69.0,68.0,65.0,62.0,79.0,66.0,85.0,53.0,45.0,12.0,5.0,6.0,13.0,6.0
500.0,27.0,175.0,72.0,b'Bolivia',66.0,67.0,68.0,43.0,65.0,61.0,30.0,50.0,52.0,32.0,49.0,66.0,74.0,67.0,71.0,55.0,77.0,65.0,57.0,14.0,6.0,12.0,13.0,10.0
7000.0,22.0,182.0,64.0,b'England',66.0,71.0,57.0,64.0,64.0,62.0,50.0,70.0,53.0,34.0,44.0,64.0,85.0,88.0,78.0,63.0,73.0,17.0,23.0,6.0,12.0,11.0,8.0,9.0
7000.0,27.0,180.0,77.0,b'Germany',66.0,67.0,57.0,62.0,45.0,72.0,52.0,69.0,66.0,52.0,58.0,70.0,71.0,65.0,78.0,67.0,74.0,59.0,53.0,7.0,10.0,13.0,5.0,14.0
2000.0,24.0,178.0,74.0,b'Ivory Coast',66.0,73.0,57.0,33.0,65.0,60.0,34.0,59.0,41.0,37.0,49.0,59.0,68.0,68.0,68.0,64.0,74.0,69.0,64.0,5.0,13.0,12.0,11.0,7.0
10000.0,23.0,188.0,78.0,b'England',66.0,73.0,32.0,26.0,68.0,61.0,32.0,53.0,31.0,28.0,55.0,53.0,62.0,59.0,58.0,61.0,52.0,64.0,62.0,15.0,13.0,11.0,11.0,10.0
5000.0,29.0,186.0,81.0,b'Germany',66.0,66.0,63.0,62.0,58.0,59.0,68.0,66.0,57.0,39.0,44.0,62.0,76.0,81.0,68.0,66.0,67.0,22.0,20.0,6.0,9.0,14.0,7.0,8.0
2000.0,25.0,184.0,87.0,b'France',66.0,72.0,54.0,35.0,59.0,62.0,29.0,46.0,31.0,30.0,58.0,55.0,49.0,46.0,58.0,63.0,59.0,65.0,65.0,12.0,10.0,6.0,7.0,15.0
4000.0,24.0,173.0,76.0,b'England',66.0,72.0,64.0,59.0,49.0,61.0,53.0,64.0,64.0,53.0,55.0,63.0,88.0,90.0,87.0,57.0,81.0,56.0,54.0,11.0,13.0,11.0,10.0,11.0
4000.0,23.0,173.0,65.0,b'Korea Republic',66.0,71.0,57.0,63.0,62.0,66.0,62.0,73.0,55.0,27.0,54.0,70.0,77.0,67.0,72.0,68.0,83.0,12.0,14.0,9.0,12.0,14.0,11.0,10.0
3000.0,24.0,192.0,83.0,b'Poland',66.0,73.0,10.0,9.0,12.0,22.0,8.0,13.0,11.0,11.0,16.0,12.0,27.0,27.0,37.0,54.0,35.0,10.0,11.0,68.0,63.0,61.0,66.0,70.0
2000.0,24.0,167.0,58.0,b'Sweden',66.0,69.0,61.0,63.0,33.0,69.0,58.0,70.0,68.0,49.0,55.0,68.0,86.0,74.0,87.0,52.0,89.0,28.0,30.0,12.0,13.0,10.0,15.0,12.0
2000.0,23.0,190.0,90.0,b'Australia',66.0,74.0,11.0,7.0,10.0,29.0,9.0,10.0,13.0,10.0,31.0,15.0,16.0,31.0,26.0,61.0,36.0,12.0,10.0,65.0,64.0,63.0,65.0,67.0
6000.0,25.0,182.0,77.0,b'France',66.0,71.0,66.0,31.0,53.0,63.0,37.0,65.0,44.0,39.0,55.0,63.0,75.0,78.0,66.0,56.0,65.0,66.0,64.0,6.0,11.0,5.0,12.0,9.0
500.0,28.0,178.0,74.0,b'Ukraine',66.0,66.0,42.0,69.0,59.0,67.0,49.0,67.0,36.0,25.0,46.0,68.0,70.0,75.0,72.0,68.0,69.0,19.0,16.0,15.0,7.0,6.0,8.0,9.0
3000.0,27.0,183.0,75.0,b'Germany',66.0,66.0,66.0,66.0,65.0,70.0,51.0,67.0,60.0,59.0,60.0,68.0,63.0,69.0,64.0,64.0,59.0,43.0,42.0,14.0,10.0,9.0,14.0,9.0
2000.0,24.0,174.0,68.0,b'Netherlands',66.0,71.0,65.0,50.0,44.0,65.0,34.0,66.0,66.0,66.0,55.0,63.0,81.0,82.0,70.0,56.0,73.0,64.0,64.0,10.0,7.0,11.0,13.0,8.0
4000.0,25.0,181.0,73.0,b'Mexico',66.0,73.0,51.0,29.0,68.0,57.0,26.0,54.0,40.0,36.0,48.0,55.0,74.0,69.0,67.0,65.0,56.0,70.0,65.0,13.0,13.0,14.0,14.0,14.0
4000.0,32.0,170.0,68.0,b'Japan',66.0,66.0,60.0,65.0,60.0,67.0,59.0,68.0,68.0,57.0,61.0,62.0,74.0,67.0,69.0,61.0,78.0,45.0,23.0,8.0,15.0,11.0,12.0,6.0
3000.0,30.0,170.0,64.0,b'Japan',66.0,66.0,64.0,65.0,49.0,64.0,52.0,64.0,73.0,66.0,59.0,62.0,82.0,74.0,76.0,60.0,81.0,26.0,24.0,10.0,13.0,12.0,9.0,9.0
2000.0,27.0,179.0,75.0,b'Germany',66.0,68.0,38.0,29.0,57.0,61.0,40.0,51.0,44.0,50.0,59.0,59.0,68.0,68.0,72.0,64.0,72.0,67.0,70.0,9.0,6.0,13.0,11.0,13.0
2000.0,26.0,171.0,64.0,b'Japan',66.0,67.0,62.0,63.0,56.0,67.0,61.0,66.0,63.0,61.0,66.0,67.0,74.0,73.0,77.0,54.0,79.0,32.0,27.0,13.0,15.0,14.0,7.0,8.0
4000.0,29.0,166.0,60.0,b'Japan',66.0,66.0,67.0,60.0,47.0,69.0,41.0,63.0,59.0,50.0,65.0,65.0,73.0,69.0,90.0,60.0,88.0,45.0,52.0,15.0,11.0,6.0,12.0,7.0
5000.0,28.0,178.0,78.0,b'Argentina',66.0,66.0,59.0,32.0,51.0,62.0,26.0,65.0,44.0,39.0,34.0,62.0,69.0,60.0,71.0,61.0,71.0,70.0,69.0,14.0,6.0,6.0,9.0,10.0
4000.0,26.0,193.0,85.0,b'Argentina',66.0,71.0,29.0,23.0,70.0,51.0,21.0,41.0,26.0,24.0,46.0,49.0,45.0,49.0,34.0,59.0,37.0,69.0,66.0,14.0,9.0,8.0,15.0,12.0
3000.0,29.0,185.0,78.0,b'Japan',66.0,66.0,12.0,15.0,10.0,19.0,18.0,16.0,12.0,12.0,25.0,17.0,23.0,40.0,42.0,66.0,48.0,11.0,13.0,66.0,63.0,61.0,67.0,65.0
4000.0,26.0,174.0,68.0,b'Japan',66.0,66.0,64.0,59.0,52.0,68.0,47.0,67.0,62.0,67.0,66.0,67.0,73.0,80.0,71.0,61.0,73.0,48.0,43.0,6.0,5.0,12.0,12.0,9.0
4000.0,32.0,175.0,60.0,b'Japan',66.0,66.0,68.0,52.0,52.0,70.0,45.0,59.0,57.0,55.0,63.0,64.0,70.0,75.0,80.0,64.0,72.0,59.0,57.0,9.0,10.0,9.0,12.0,7.0
2000.0,26.0,182.0,75.0,b'Japan',66.0,70.0,28.0,20.0,57.0,64.0,23.0,38.0,29.0,23.0,59.0,64.0,60.0,66.0,32.0,63.0,60.0,67.0,61.0,13.0,6.0,8.0,12.0,6.0
2000.0,25.0,172.0,67.0,b'Japan',66.0,69.0,56.0,45.0,48.0,67.0,25.0,56.0,32.0,34.0,65.0,60.0,70.0,88.0,78.0,61.0,75.0,62.0,60.0,15.0,11.0,6.0,12.0,12.0
3000.0,36.0,176.0,65.0,b'Japan',66.0,66.0,66.0,61.0,59.0,71.0,67.0,63.0,67.0,68.0,69.0,66.0,63.0,54.0,71.0,67.0,72.0,41.0,39.0,10.0,9.0,9.0,11.0,8.0
